hotel_id;room_id;taken;cost;type;room_capacity
88;14;0;547;family;6
88;15;0;1555;partners;3
88;16;0;1390;family;4
88;17;0;1247;partners;2
88;18;0;1578;family;7
88;19;0;1661;partners;3
88;20;0;1485;partners;3
88;21;0;694;single;1
88;22;0;545;partners;3
88;23;0;1728;partners;2
88;24;0;1528;family;7
88;25;0;1038;family;8
88;26;0;2000;family;8
88;27;0;897;family;5
88;28;0;790;partners;2
88;29;0;1098;family;7
88;30;0;618;family;6
88;31;0;1421;family;5
88;32;0;869;family;5
88;33;0;1271;family;6
88;34;0;1457;single;1
88;35;0;677;family;4
88;36;0;1999;family;6
88;37;0;1183;family;6
88;38;0;1814;family;7
88;39;0;1168;family;6
88;40;0;938;single;1
88;41;0;571;partners;3
88;42;0;507;family;8
88;43;0;829;partners;3
88;44;0;1718;family;4
88;45;0;1628;family;5
89;1;0;186;single;1
89;2;0;206;partners;2
89;3;0;123;single;1
89;4;0;131;family;6
89;5;0;223;family;8
89;6;0;145;family;7
89;7;0;219;family;4
89;8;0;199;family;5
89;9;0;148;family;5
89;10;0;125;family;4
89;11;0;222;partners;2
89;12;0;149;partners;3
89;13;0;195;family;6
89;14;0;248;family;5
89;15;0;102;partners;3
89;16;0;129;family;7
89;17;0;125;partners;3
89;18;0;211;family;5
89;19;0;237;family;7
89;20;0;145;partners;3
89;21;0;175;family;6
89;22;0;239;partners;2
89;23;0;154;single;1
89;24;0;181;family;6
89;25;0;142;partners;2
89;26;0;102;family;5
89;27;0;166;partners;3
89;28;0;135;single;1
89;29;0;137;partners;2
89;30;0;140;single;1
89;31;0;189;partners;3
89;32;0;138;partners;2
89;33;0;124;family;7
89;34;0;206;family;4
89;35;0;111;partners;3
90;1;0;219;family;8
90;2;0;237;family;4
90;3;0;232;partners;2
90;4;0;196;family;4
90;5;0;138;family;4
90;6;0;242;partners;3
90;7;0;241;partners;3
90;8;0;186;family;4
90;9;0;126;partners;3
90;10;0;202;partners;3
90;11;0;157;family;8
90;12;0;143;family;4
90;13;0;110;single;1
90;14;0;100;family;6
90;15;0;191;family;8
90;16;0;247;partners;2
90;17;0;221;family;6
90;18;0;131;family;7
90;19;0;156;family;4
91;1;0;216;family;8
91;2;0;235;partners;3
91;3;0;190;family;5
91;4;0;136;family;7
91;5;0;191;family;6
91;6;0;188;family;5
91;7;0;247;partners;2
91;8;0;105;family;6
91;9;0;150;family;8
91;10;0;202;partners;3
91;11;0;104;partners;3
91;12;0;161;family;4
91;13;0;202;partners;2
91;14;0;239;family;6
91;15;0;169;family;6
91;16;0;112;family;6
91;17;0;124;single;1
91;18;0;122;partners;3
91;19;0;215;partners;2
91;20;0;155;family;8
91;21;0;205;partners;3
91;22;0;191;family;6
91;23;0;148;family;4
91;24;0;196;family;7
91;25;0;184;partners;2
91;26;0;159;family;5
91;27;0;144;family;8
91;28;0;197;partners;2
91;29;0;179;family;5
91;30;0;244;partners;2
91;31;0;191;family;6
92;1;0;768;partners;2
92;2;0;778;family;6
92;3;0;569;family;5
92;4;0;541;family;7
92;5;0;694;family;6
92;6;0;513;family;7
92;7;0;491;family;6
92;8;0;554;family;8
92;9;0;481;family;4
92;10;0;320;family;8
92;11;0;313;family;7
92;12;0;606;family;6
92;13;0;771;family;8
92;14;0;606;family;6
92;15;0;439;family;8
92;16;0;340;family;6
92;17;0;479;family;4
92;18;0;755;partners;2
93;1;0;170;single;1
93;2;0;233;family;7
93;3;0;220;partners;2
93;4;0;193;family;6
93;5;0;205;single;1
93;6;0;234;family;4
93;7;0;206;family;8
93;8;0;102;family;7
93;9;0;151;family;8
93;10;0;248;partners;3
93;11;0;105;partners;3
93;12;0;115;partners;3
93;13;0;187;family;4
93;14;0;118;family;7
93;15;0;112;family;7
93;16;0;124;partners;2
93;17;0;166;single;1
93;18;0;122;single;1
94;1;0;341;family;6
94;2;0;346;partners;2
94;3;0;384;family;5
94;4;0;378;family;6
94;5;0;250;family;5
94;6;0;305;family;4
94;7;0;264;single;1
94;8;0;347;family;5
94;9;0;300;family;5
94;10;0;380;partners;2
95;1;0;119;single;1
95;2;0;147;family;4
95;3;0;145;family;7
95;4;0;165;family;8
95;5;0;168;family;7
95;6;0;125;partners;2
95;7;0;163;family;8
95;8;0;127;family;6
95;9;0;235;family;8
95;10;0;102;family;7
95;11;0;109;family;8
95;12;0;187;partners;2
95;13;0;241;family;8
95;14;0;211;family;5
95;15;0;184;family;5
95;16;0;214;single;1
95;17;0;224;family;8
95;18;0;173;partners;3
95;19;0;124;family;6
95;20;0;176;family;6
95;21;0;245;family;7
95;22;0;240;single;1
95;23;0;242;family;4
95;24;0;129;family;7
95;25;0;104;family;5
95;26;0;239;partners;3
95;27;0;142;partners;2
95;28;0;205;single;1
95;29;0;171;family;8
95;30;0;197;family;6
95;31;0;239;family;4
95;32;0;169;family;4
95;33;0;232;family;6
95;34;0;222;single;1
95;35;0;205;family;6
95;36;0;132;partners;3
95;37;0;244;family;6
95;38;0;130;family;6
95;39;0;226;family;8
95;40;0;190;family;8
95;41;0;124;family;7
96;1;0;249;family;8
96;2;0;103;family;6
96;3;0;204;single;1
96;4;0;138;partners;3
96;5;0;147;family;8
96;6;0;188;family;5
96;7;0;173;partners;2
96;8;0;136;family;6
96;9;0;181;family;6
96;10;0;204;single;1
96;11;0;204;partners;2
96;12;0;180;family;5
96;13;0;109;family;4
96;14;0;245;family;8
96;15;0;197;family;5
96;16;0;143;partners;3
96;17;0;169;partners;2
96;18;0;111;family;8
96;19;0;174;family;5
96;20;0;188;family;4
96;21;0;166;single;1
96;22;0;229;partners;2
96;23;0;244;family;6
96;24;0;193;family;4
96;25;0;214;single;1
96;26;0;138;partners;2
96;27;0;131;single;1
96;28;0;144;family;6
96;29;0;206;partners;3
96;30;0;186;family;7
96;31;0;247;family;7
96;32;0;174;partners;2
96;33;0;175;family;5
96;34;0;208;partners;3
96;35;0;116;family;7
96;36;0;173;partners;3
96;37;0;151;family;4
96;38;0;137;family;4
96;39;0;178;family;6
96;40;0;116;family;7
96;41;0;128;partners;2
96;42;0;169;family;4
96;43;0;138;family;6
96;44;0;208;family;5
96;45;0;123;family;6
96;46;0;249;single;1
96;47;0;118;partners;2
96;48;0;216;partners;2
97;1;0;293;partners;3
97;2;0;207;family;8
97;3;0;211;family;7
97;4;0;348;partners;2
97;5;0;262;partners;3
97;6;0;399;partners;2
97;7;0;358;partners;3
97;8;0;298;partners;3
97;9;0;204;family;5
97;10;0;226;family;5
97;11;0;256;partners;3
97;12;0;324;family;6
97;13;0;234;single;1
97;14;0;231;partners;3
97;15;0;272;family;6
97;16;0;250;single;1
97;17;0;318;partners;2
97;18;0;352;partners;2
97;19;0;260;family;6
97;20;0;350;partners;2
97;21;0;241;partners;2
97;22;0;354;family;6
97;23;0;266;family;7
97;24;0;354;family;6
97;25;0;293;partners;3
98;1;0;693;partners;3
98;2;0;610;family;4
98;3;0;353;family;7
98;4;0;576;partners;2
98;5;0;477;family;7
98;6;0;366;family;4
98;7;0;699;family;7
98;8;0;352;family;8
98;9;0;481;family;4
98;10;0;546;family;5
98;11;0;445;partners;2
98;12;0;553;single;1
98;13;0;723;family;7
98;14;0;434;family;7
98;15;0;389;family;7
98;16;0;713;family;4
98;17;0;780;family;4
98;18;0;722;partners;2
98;19;0;693;family;4
98;20;0;429;family;7
98;21;0;617;partners;3
98;22;0;800;partners;2
98;23;0;562;family;6
98;24;0;623;single;1
99;1;0;400;family;7
99;2;0;399;family;6
99;3;0;313;family;7
99;4;0;369;family;6
99;5;0;248;family;4
99;6;0;272;family;6
99;7;0;366;family;7
99;8;0;360;partners;3
99;9;0;332;partners;3
99;10;0;210;family;4
99;11;0;339;family;4
99;12;0;240;partners;2
99;13;0;249;partners;3
99;14;0;312;partners;3
99;15;0;232;family;4
99;16;0;218;family;7
99;17;0;397;partners;2
99;18;0;320;family;6
99;19;0;244;partners;3
99;20;0;303;partners;3
99;21;0;300;family;8
100;1;0;240;partners;2
100;2;0;311;family;6
100;3;0;343;family;5
100;4;0;215;family;8
100;5;0;259;single;1
100;6;0;229;family;7
100;7;0;262;family;7
100;8;0;295;family;4
100;9;0;374;partners;3
100;10;0;233;family;8
100;11;0;345;family;7
100;12;0;301;partners;2
100;13;0;394;family;6
100;14;0;219;partners;2
100;15;0;287;family;7
100;16;0;390;partners;3
100;17;0;352;family;5
100;18;0;238;family;5
100;19;0;311;partners;2
100;20;0;295;family;8
100;21;0;239;partners;2
100;22;0;226;partners;2
100;23;0;353;family;5
100;24;0;364;family;5
100;25;0;275;partners;3
100;26;0;365;family;6
100;27;0;395;family;4
100;28;0;255;family;6
100;29;0;207;family;6
100;30;0;379;family;5
100;31;0;239;family;8
100;32;0;343;partners;2
100;33;0;378;family;7
100;34;0;330;family;4
100;35;0;294;family;7
100;36;0;298;partners;3
100;37;0;221;single;1
101;1;0;295;family;6
101;2;0;227;family;6
101;3;0;346;partners;2
101;4;0;274;family;8
101;5;0;305;family;5
101;6;0;258;family;4
101;7;0;384;partners;3
101;8;0;316;family;6
101;9;0;216;family;6
101;10;0;332;single;1
101;11;0;337;single;1
101;12;0;327;partners;2
101;13;0;385;single;1
101;14;0;240;single;1
101;15;0;224;partners;2
101;16;0;207;family;8
101;17;0;233;partners;2
101;18;0;207;family;7
101;19;0;301;partners;2
101;20;0;278;family;4
101;21;0;295;family;5
101;22;0;362;family;8
101;23;0;329;family;6
101;24;0;286;family;5
101;25;0;347;partners;3
102;1;0;171;family;4
102;2;0;178;family;7
102;3;0;238;family;7
102;4;0;143;partners;3
102;5;0;215;single;1
102;6;0;239;family;6
102;7;0;185;family;4
102;8;0;175;family;8
102;9;0;132;family;8
102;10;0;128;family;4
102;11;0;130;family;7
102;12;0;220;family;8
102;13;0;126;partners;2
102;14;0;138;family;7
102;15;0;156;family;5
102;16;0;161;family;7
102;17;0;230;family;6
102;18;0;184;family;4
102;19;0;136;family;6
102;20;0;173;family;8
102;21;0;124;family;8
102;22;0;101;family;5
102;23;0;219;partners;2
102;24;0;165;partners;2
102;25;0;239;partners;2
102;26;0;140;single;1
102;27;0;164;family;4
102;28;0;164;single;1
102;29;0;109;family;4
102;30;0;144;family;6
102;31;0;200;partners;2
102;32;0;157;single;1
102;33;0;120;family;4
102;34;0;127;family;4
102;35;0;109;family;7
102;36;0;171;partners;2
102;37;0;117;single;1
102;38;0;186;partners;3
102;39;0;224;family;4
102;40;0;134;family;4
102;41;0;226;family;4
103;1;0;180;single;1
103;2;0;207;partners;3
103;3;0;232;family;5
103;4;0;130;family;8
103;5;0;237;family;5
103;6;0;249;partners;2
103;7;0;192;family;6
103;8;0;191;family;5
103;9;0;119;partners;2
103;10;0;218;single;1
103;11;0;149;single;1
103;12;0;159;partners;2
104;1;0;108;single;1
104;2;0;142;family;6
104;3;0;103;partners;3
104;4;0;206;family;6
104;5;0;201;partners;2
104;6;0;203;partners;3
104;7;0;186;family;5
104;8;0;235;single;1
104;9;0;184;family;5
104;10;0;197;family;6
104;11;0;174;family;8
104;12;0;132;family;7
104;13;0;202;single;1
104;14;0;227;family;4
104;15;0;129;family;7
104;16;0;240;family;8
104;17;0;205;family;5
104;18;0;156;family;6
104;19;0;218;family;7
104;20;0;174;partners;3
104;21;0;148;family;5
104;22;0;158;family;4
104;23;0;209;single;1
104;24;0;112;family;5
104;25;0;177;family;8
104;26;0;105;partners;3
104;27;0;111;family;7
104;28;0;120;single;1
104;29;0;131;family;5
104;30;0;175;partners;3
104;31;0;185;partners;2
104;32;0;221;family;5
104;33;0;137;single;1
104;34;0;250;family;5
104;35;0;149;partners;2
104;36;0;164;partners;2
104;37;0;105;family;5
104;38;0;233;single;1
104;39;0;161;family;6
104;40;0;182;family;6
104;41;0;189;family;5
104;42;0;233;family;4
105;1;0;131;family;7
105;2;0;229;single;1
105;3;0;240;partners;2
105;4;0;182;partners;3
105;5;0;135;partners;2
105;6;0;229;family;4
105;7;0;147;family;8
105;8;0;146;family;5
105;9;0;222;family;6
105;10;0;229;partners;3
105;11;0;154;family;4
105;12;0;183;family;6
105;13;0;178;partners;3
105;14;0;106;partners;2
105;15;0;231;partners;3
105;16;0;105;partners;3
105;17;0;187;family;5
105;18;0;247;single;1
106;1;0;6953;partners;3
106;2;0;5264;family;8
106;3;0;8034;family;7
106;4;0;2259;single;1
106;5;0;9576;family;5
106;6;0;4734;partners;3
106;7;0;4584;family;6
106;8;0;2177;single;1
106;9;0;2997;partners;2
106;10;0;9191;family;6
106;11;0;1264;family;5
106;12;0;3051;partners;3
106;13;0;2968;family;6
106;14;0;6251;partners;3
106;15;0;7370;family;8
106;16;0;9892;family;5
106;17;0;5706;family;7
106;18;0;8626;family;8
106;19;0;9784;family;8
106;20;0;4888;family;6
106;21;0;7670;single;1
106;22;0;2918;partners;2
106;23;0;2131;single;1
106;24;0;6966;family;6
106;25;0;6911;partners;2
106;26;0;7396;family;7
106;27;0;2653;family;5
106;28;0;1276;single;1
106;29;0;3834;family;6
106;30;0;9463;partners;2
106;31;0;6536;family;5
106;32;0;4879;family;5
106;33;0;3573;single;1
106;34;0;7982;partners;3
106;35;0;7839;family;5
107;1;0;116;family;4
107;2;0;213;family;5
107;3;0;239;family;5
107;4;0;246;partners;2
107;5;0;178;single;1
107;6;0;139;partners;3
107;7;0;101;family;5
107;8;0;230;partners;3
107;9;0;138;family;6
107;10;0;221;family;5
107;11;0;198;family;4
107;12;0;182;family;6
107;13;0;108;family;5
107;14;0;151;family;8
107;15;0;213;single;1
107;16;0;216;family;4
107;17;0;117;family;7
107;18;0;172;family;8
107;19;0;191;family;4
107;20;0;107;family;7
107;21;0;198;partners;2
107;22;0;236;partners;3
107;23;0;243;family;6
107;24;0;119;single;1
107;25;0;175;family;5
107;26;0;249;family;5
107;27;0;200;family;5
107;28;0;231;family;7
107;29;0;201;family;4
107;30;0;162;single;1
107;31;0;176;family;5
107;32;0;181;family;7
107;33;0;232;family;8
107;34;0;234;family;6
107;35;0;115;family;8
107;36;0;129;single;1
107;37;0;146;partners;3
107;38;0;105;partners;3
107;39;0;137;family;5
107;40;0;181;single;1
107;41;0;139;partners;3
107;42;0;168;family;5
107;43;0;164;family;4
107;44;0;123;family;8
107;45;0;220;family;7
107;46;0;151;family;5
107;47;0;118;partners;3
107;48;0;182;family;4
107;49;0;179;family;5
108;1;0;331;family;4
108;2;0;250;partners;3
108;3;0;386;family;7
108;4;0;348;partners;3
108;5;0;262;single;1
108;6;0;363;family;5
108;7;0;276;family;6
108;8;0;230;family;7
108;9;0;336;single;1
108;10;0;391;partners;3
108;11;0;250;partners;2
108;12;0;325;family;6
108;13;0;379;family;7
108;14;0;246;family;8
108;15;0;315;family;8
108;16;0;201;family;8
108;17;0;373;partners;3
108;18;0;301;partners;3
108;19;0;359;family;8
108;20;0;379;family;8
108;21;0;334;family;5
108;22;0;318;family;7
108;23;0;221;family;5
108;24;0;319;family;6
108;25;0;272;partners;2
108;26;0;349;partners;3
108;27;0;244;partners;3
108;28;0;230;partners;3
109;1;0;293;family;6
109;2;0;315;family;5
109;3;0;229;family;5
109;4;0;341;family;4
109;5;0;202;partners;2
109;6;0;361;family;5
109;7;0;393;partners;2
109;8;0;352;family;4
109;9;0;212;family;5
109;10;0;360;family;4
109;11;0;369;family;7
109;12;0;279;family;8
109;13;0;325;family;7
109;14;0;319;single;1
109;15;0;222;single;1
109;16;0;296;single;1
109;17;0;292;family;8
109;18;0;273;partners;3
109;19;0;327;family;6
110;1;0;727;family;6
110;2;0;379;family;5
110;3;0;614;partners;3
110;4;0;456;partners;3
110;5;0;713;family;8
110;6;0;553;family;7
110;7;0;661;partners;3
110;8;0;473;partners;2
110;9;0;591;family;8
110;10;0;422;single;1
110;11;0;703;family;4
110;12;0;719;partners;3
111;1;0;442;single;1
111;2;0;558;family;7
111;3;0;370;family;5
111;4;0;611;family;7
111;5;0;557;partners;3
111;6;0;588;family;5
111;7;0;798;family;4
111;8;0;446;family;4
111;9;0;546;family;7
111;10;0;331;family;6
111;11;0;472;family;7
111;12;0;417;single;1
111;13;0;593;family;4
111;14;0;558;family;7
111;15;0;409;partners;2
111;16;0;612;partners;3
111;17;0;579;family;4
111;18;0;523;family;7
111;19;0;726;partners;2
111;20;0;576;family;8
111;21;0;420;family;7
111;22;0;609;family;5
111;23;0;323;family;8
111;24;0;477;partners;2
111;25;0;367;partners;2
111;26;0;339;family;8
111;27;0;318;single;1
111;28;0;497;family;7
111;29;0;664;family;6
111;30;0;665;family;8
111;31;0;550;family;6
111;32;0;318;partners;2
111;33;0;591;family;4
111;34;0;323;partners;3
111;35;0;526;family;8
111;36;0;433;partners;3
111;37;0;525;family;5
111;38;0;572;family;7
111;39;0;349;single;1
111;40;0;484;single;1
111;41;0;512;family;5
111;42;0;476;family;5
111;43;0;386;partners;2
111;44;0;327;family;4
111;45;0;385;partners;3
112;1;0;333;family;7
112;2;0;327;partners;3
112;3;0;242;family;4
112;4;0;331;family;6
112;5;0;345;family;4
112;6;0;396;partners;3
112;7;0;218;partners;3
112;8;0;272;family;6
112;9;0;239;family;6
112;10;0;389;family;7
112;11;0;278;family;5
112;12;0;385;family;5
112;13;0;325;family;8
112;14;0;377;family;6
112;15;0;385;family;7
112;16;0;213;family;4
112;17;0;356;family;8
112;18;0;376;family;7
112;19;0;396;family;6
112;20;0;253;family;6
112;21;0;361;family;8
112;22;0;361;single;1
112;23;0;226;family;8
112;24;0;367;family;8
112;25;0;321;partners;2
112;26;0;346;family;4
112;27;0;333;partners;2
112;28;0;282;family;8
112;29;0;239;partners;2
112;30;0;287;partners;2
112;31;0;240;partners;2
112;32;0;390;single;1
112;33;0;398;partners;3
112;34;0;342;partners;2
112;35;0;314;family;5
112;36;0;397;family;5
113;1;0;143;family;5
113;2;0;237;single;1
113;3;0;226;family;6
113;4;0;219;family;6
113;5;0;175;family;4
113;6;0;154;family;7
113;7;0;230;family;5
113;8;0;116;family;5
113;9;0;177;family;4
113;10;0;191;family;5
113;11;0;194;partners;2
113;12;0;207;partners;3
113;13;0;139;partners;3
113;14;0;163;family;8
113;15;0;190;family;7
113;16;0;208;family;5
113;17;0;105;family;7
113;18;0;194;family;5
113;19;0;175;family;7
113;20;0;120;family;4
113;21;0;219;family;4
113;22;0;242;family;8
113;23;0;185;partners;2
113;24;0;178;family;4
113;25;0;201;family;5
113;26;0;179;family;6
113;27;0;245;partners;2
113;28;0;133;partners;3
113;29;0;168;partners;2
113;30;0;233;family;5
113;31;0;165;family;6
113;32;0;157;single;1
113;33;0;189;partners;3
113;34;0;232;partners;2
113;35;0;200;partners;2
113;36;0;175;family;6
113;37;0;130;family;4
113;38;0;176;single;1
114;1;0;1959;partners;3
114;2;0;609;family;6
114;3;0;537;family;4
114;4;0;1056;single;1
114;5;0;1079;family;4
114;6;0;1434;partners;2
114;7;0;824;family;8
114;8;0;1835;family;8
114;9;0;1204;partners;2
114;10;0;1028;single;1
114;11;0;1302;family;5
114;12;0;1246;family;8
114;13;0;1752;family;8
114;14;0;1674;partners;3
114;15;0;591;single;1
114;16;0;1804;family;6
114;17;0;1869;single;1
114;18;0;916;family;5
114;19;0;1663;family;4
114;20;0;1019;partners;2
114;21;0;1831;partners;3
114;22;0;983;partners;2
114;23;0;1264;family;5
114;24;0;1215;family;8
114;25;0;685;family;5
115;1;0;224;family;6
115;2;0;219;family;8
115;3;0;186;family;5
115;4;0;145;partners;3
115;5;0;240;family;5
115;6;0;113;single;1
115;7;0;170;family;8
115;8;0;215;family;7
115;9;0;246;family;5
115;10;0;171;partners;3
115;11;0;198;partners;2
115;12;0;202;partners;2
115;13;0;198;family;7
115;14;0;160;family;5
115;15;0;139;family;7
115;16;0;238;family;6
115;17;0;229;family;5
115;18;0;160;family;6
115;19;0;186;single;1
115;20;0;113;partners;3
115;21;0;240;family;7
115;22;0;196;family;5
115;23;0;170;family;6
115;24;0;171;family;4
115;25;0;122;family;4
115;26;0;104;family;8
115;27;0;132;partners;2
115;28;0;213;family;8
115;29;0;128;family;6
115;30;0;193;partners;3
115;31;0;167;family;6
115;32;0;174;family;5
115;33;0;106;family;8
115;34;0;162;partners;3
115;35;0;176;family;8
115;36;0;236;partners;2
115;37;0;148;family;7
115;38;0;132;partners;3
116;1;0;209;family;7
116;2;0;204;partners;3
116;3;0;217;family;8
116;4;0;225;partners;2
116;5;0;165;family;5
116;6;0;110;partners;2
116;7;0;197;family;8
116;8;0;192;partners;2
116;9;0;211;single;1
116;10;0;216;family;5
116;11;0;119;single;1
116;12;0;210;family;5
116;13;0;125;family;6
116;14;0;136;single;1
116;15;0;220;family;5
116;16;0;130;family;4
116;17;0;244;family;6
117;1;0;161;partners;3
117;2;0;195;single;1
117;3;0;116;family;5
117;4;0;197;family;4
117;5;0;174;single;1
117;6;0;187;family;6
117;7;0;220;family;5
117;8;0;142;single;1
117;9;0;171;partners;3
117;10;0;101;family;7
117;11;0;200;family;6
117;12;0;239;family;7
117;13;0;116;family;7
117;14;0;204;family;5
117;15;0;211;family;8
117;16;0;210;family;7
117;17;0;179;family;6
117;18;0;146;partners;3
117;19;0;114;partners;3
117;20;0;136;partners;2
117;21;0;105;family;4
117;22;0;246;family;5
117;23;0;191;family;6
117;24;0;186;family;4
117;25;0;138;single;1
117;26;0;249;family;5
117;27;0;182;family;8
117;28;0;161;partners;2
117;29;0;149;family;7
117;30;0;152;family;6
117;31;0;195;family;7
117;32;0;238;family;8
118;1;0;222;partners;3
118;2;0;124;family;6
118;3;0;145;partners;2
118;4;0;130;partners;2
118;5;0;129;family;5
118;6;0;194;family;7
118;7;0;194;family;6
118;8;0;106;family;4
118;9;0;154;partners;2
118;10;0;231;family;8
118;11;0;175;family;7
118;12;0;205;partners;3
118;13;0;171;family;8
118;14;0;181;family;6
118;15;0;178;family;8
118;16;0;141;family;8
118;17;0;133;single;1
118;18;0;204;family;8
118;19;0;120;single;1
118;20;0;116;family;8
118;21;0;142;single;1
118;22;0;214;family;5
118;23;0;215;family;4
118;24;0;106;single;1
118;25;0;150;family;6
118;26;0;164;single;1
118;27;0;217;family;5
118;28;0;160;single;1
118;29;0;209;family;5
118;30;0;156;partners;2
118;31;0;162;family;4
118;32;0;101;single;1
118;33;0;145;family;8
118;34;0;195;family;6
118;35;0;104;family;8
118;36;0;198;family;6
118;37;0;132;family;4
118;38;0;178;family;8
118;39;0;129;single;1
118;40;0;131;family;8
118;41;0;165;single;1
118;42;0;223;partners;3
118;43;0;238;single;1
118;44;0;197;single;1
118;45;0;171;partners;2
118;46;0;242;family;4
118;47;0;158;family;7
118;48;0;208;family;8
119;1;0;311;family;7
119;2;0;392;family;5
119;3;0;377;family;6
119;4;0;362;family;5
119;5;0;362;single;1
119;6;0;333;partners;3
119;7;0;314;single;1
119;8;0;272;partners;3
119;9;0;216;partners;3
119;10;0;355;partners;2
119;11;0;364;family;8
119;12;0;354;family;5
119;13;0;323;single;1
119;14;0;399;single;1
119;15;0;382;family;5
119;16;0;243;family;4
119;17;0;384;partners;3
119;18;0;221;family;7
119;19;0;335;family;6
119;20;0;296;family;7
119;21;0;308;family;5
119;22;0;203;partners;3
119;23;0;331;family;7
119;24;0;399;family;8
119;25;0;336;partners;2
119;26;0;395;partners;2
119;27;0;272;partners;3
119;28;0;288;family;5
119;29;0;260;family;4
119;30;0;393;partners;3
119;31;0;341;family;8
119;32;0;288;family;4
119;33;0;308;family;4
119;34;0;300;single;1
119;35;0;372;family;6
119;36;0;277;family;4
119;37;0;246;family;5
119;38;0;232;partners;2
119;39;0;336;family;7
119;40;0;377;family;6
119;41;0;275;family;7
119;42;0;344;family;6
119;43;0;249;family;5
119;44;0;365;family;8
119;45;0;328;family;6
119;46;0;260;family;4
119;47;0;268;family;6
119;48;0;304;family;8
120;1;0;340;family;6
120;2;0;369;partners;3
120;3;0;261;family;8
120;4;0;256;family;5
120;5;0;201;family;5
120;6;0;309;partners;3
120;7;0;241;family;6
120;8;0;315;family;5
120;9;0;280;partners;2
120;10;0;343;family;6
121;1;0;129;partners;3
121;2;0;146;single;1
121;3;0;223;single;1
121;4;0;219;family;8
121;5;0;105;family;4
121;6;0;135;family;7
121;7;0;245;family;5
121;8;0;244;partners;2
121;9;0;100;partners;3
121;10;0;193;partners;2
121;11;0;108;single;1
121;12;0;115;family;5
121;13;0;169;partners;2
121;14;0;249;family;6
121;15;0;159;family;6
121;16;0;213;family;6
121;17;0;149;family;6
121;18;0;194;family;6
121;19;0;246;family;7
121;20;0;115;family;4
121;21;0;249;family;8
121;22;0;195;family;4
121;23;0;183;family;5
121;24;0;125;family;7
121;25;0;117;partners;3
121;26;0;164;family;6
121;27;0;232;partners;3
121;28;0;212;partners;2
121;29;0;100;family;8
121;30;0;200;single;1
121;31;0;113;family;6
121;32;0;218;family;5
121;33;0;107;family;4
121;34;0;157;family;4
121;35;0;116;single;1
121;36;0;198;family;7
121;37;0;192;family;8
121;38;0;107;partners;2
121;39;0;121;partners;2
121;40;0;102;family;7
121;41;0;134;single;1
121;42;0;207;family;5
121;43;0;141;partners;2
121;44;0;214;partners;2
122;1;0;174;family;8
122;2;0;188;family;4
122;3;0;108;family;5
122;4;0;231;family;4
122;5;0;158;family;5
122;6;0;178;family;4
122;7;0;156;family;4
122;8;0;175;family;6
122;9;0;143;family;8
122;10;0;125;family;6
122;11;0;116;family;8
122;12;0;132;family;8
122;13;0;114;single;1
122;14;0;204;family;6
122;15;0;240;family;6
122;16;0;211;family;6
122;17;0;244;family;4
122;18;0;104;partners;2
122;19;0;104;single;1
122;20;0;136;family;6
122;21;0;219;family;5
122;22;0;151;family;6
122;23;0;164;family;4
122;24;0;113;partners;2
122;25;0;237;family;4
123;1;0;235;family;8
123;2;0;142;family;4
123;3;0;106;partners;3
123;4;0;217;single;1
123;5;0;218;partners;2
123;6;0;224;family;4
123;7;0;192;family;4
123;8;0;147;family;4
123;9;0;188;family;5
123;10;0;235;family;4
123;11;0;238;family;4
123;12;0;128;family;4
123;13;0;240;family;6
123;14;0;158;family;6
123;15;0;139;family;7
123;16;0;137;partners;2
123;17;0;129;partners;2
123;18;0;202;partners;2
124;1;0;332;partners;2
124;2;0;336;family;7
124;3;0;355;family;8
124;4;0;235;family;5
124;5;0;215;family;7
124;6;0;330;family;4
124;7;0;329;partners;2
124;8;0;290;family;5
124;9;0;336;family;5
124;10;0;201;partners;2
124;11;0;381;family;7
124;12;0;280;family;5
124;13;0;243;family;4
124;14;0;335;single;1
124;15;0;337;single;1
124;16;0;307;family;5
124;17;0;215;partners;2
125;1;0;204;family;5
125;2;0;245;single;1
125;3;0;224;family;7
125;4;0;232;family;8
125;5;0;208;family;7
125;6;0;114;family;5
125;7;0;184;family;7
125;8;0;112;partners;2
125;9;0;225;family;8
125;10;0;151;family;5
125;11;0;107;family;4
125;12;0;130;partners;2
125;13;0;116;family;7
125;14;0;229;partners;3
125;15;0;164;family;7
125;16;0;232;family;8
125;17;0;156;single;1
125;18;0;189;family;8
125;19;0;237;family;4
125;20;0;245;family;6
125;21;0;244;family;6
125;22;0;121;family;7
125;23;0;153;family;7
125;24;0;163;family;8
125;25;0;214;family;7
125;26;0;183;partners;3
125;27;0;196;family;8
125;28;0;107;partners;2
125;29;0;161;partners;3
125;30;0;233;family;6
125;31;0;122;family;7
125;32;0;138;family;6
125;33;0;200;family;7
125;34;0;122;single;1
125;35;0;241;family;4
125;36;0;238;partners;2
126;1;0;360;family;6
126;2;0;271;single;1
126;3;0;326;family;7
126;4;0;238;family;5
126;5;0;252;family;7
126;6;0;247;family;5
126;7;0;223;single;1
126;8;0;352;family;8
126;9;0;237;family;4
126;10;0;270;family;4
126;11;0;226;family;7
126;12;0;224;family;6
126;13;0;337;family;7
126;14;0;360;single;1
126;15;0;219;family;6
126;16;0;234;family;5
126;17;0;332;family;8
